archetype	section	code	field	context	source	target	note
openEHR-EHR-CLUSTER.problem_qualifier.v2	term	at0004	comment	CLUSTER > items/ELEMENT	The status is usually determined by a combination of the timing of diagnosis plus level of clinical certainty resulting from diagnostic tests and clinical evidence available. This data element and 'Diagnostic certainty' in EVALUATION.problem_diagnosis are two important axes of the diagnostic process, and valid combinations will need to be presented by software that exposes both data elements, so it is not possible for users to select conflicting combinations. \nPreliminary or working diagnoses are intended to represent the single most likely choice out of all differential diagnosis options.	この状況は通常、診断の時期と、実施した臨床検査および得られている臨床的根拠から導かれる臨床的確度の水準との組み合わせで決まる。このデータエレメントと EVALUATION.problem_diagnosis の「診断確度」は診断プロセスの2つの重要な軸であり、両方のデータエレメントを提示するソフトウェアは、利用者が矛盾する組み合わせを選べないように、妥当な組み合わせを提示する必要がある。 \n予備的診断または暫定診断は、すべての鑑別診断の選択肢の中で最も可能性の高い単一の選択を表すことを意図している。	
openEHR-EHR-CLUSTER.problem_qualifier.v2	term	at0016	text		Preliminary	予備的	
openEHR-EHR-CLUSTER.problem_qualifier.v2	term	at0016	description		The initial diagnosis made, usually associated with a low level of clinical certainty. It may change as test results or advice become available.	最初に下された診断で、通常は臨床的確度が低い。検査結果や助言が得られるにつれて変わることがある。	
openEHR-EHR-CLUSTER.problem_qualifier.v2	term	at0017	text		Working	暫定	
openEHR-EHR-CLUSTER.problem_qualifier.v2	term	at0017	description		Interim diagnosis, based on a reasonable amount of clinical certainty but pending further test results or clinical advice. It may still change as test results or advice become available.	相応の臨床的確度に基づくが、さらなる検査結果や臨床的助言を待っている中間段階の診断。検査結果や助言が得られるにつれて、なお変わることがある。	
openEHR-EHR-CLUSTER.problem_qualifier.v2	term	at0018	text		Established	最終	
openEHR-EHR-CLUSTER.problem_qualifier.v2	term	at0018	description		Final substantiated diagnosis, based on a high level of clinical certainty, which may include clinical evidence from test results. It is not expected to change.	高い臨床的確度に基づいて裏付けられた最終的な診断で、検査結果による臨床的根拠を含むことがある。変わることは想定されていない。	
openEHR-EHR-CLUSTER.problem_qualifier.v2	term	at0026	text		Active	アクティブ	
openEHR-EHR-CLUSTER.problem_qualifier.v2	term	at0026	description		The problem or diagnosis is currently active and clinically relevant.	プロブレムまたは診断は現在有効であり、臨床的に意味を持つ。	
openEHR-EHR-CLUSTER.problem_qualifier.v2	term	at0027	text		Inactive	インアクティブ	
openEHR-EHR-CLUSTER.problem_qualifier.v2	term	at0027	description		The problem or diagnosis is not completely resolved but is inactive or felt less relevant to the current clinical context.	プロブレムまたは診断は完全には治癒していないが、無効であるか、現在の臨床的文脈では重要性が低いと考えられる。	
openEHR-EHR-CLUSTER.problem_qualifier.v2	term	at0034	text		New	新規	
openEHR-EHR-CLUSTER.problem_qualifier.v2	term	at0034	description		A new occurrence of either a new or existing problem or diagnosis. A flag for 'First occurrence' can be recorded separately to distinguish the first from other occurrences.	新しい、または既存のプロブレムまたは診断の新たな発生。最初の発生を他の発生と区別するために、「初発」のフラグを別に記録できる。	
openEHR-EHR-CLUSTER.problem_qualifier.v2	term	at0035	text		Ongoing	継続中	
openEHR-EHR-CLUSTER.problem_qualifier.v2	term	at0035	description		The issue, problem or diagnosis continues, without new, acute episodes occurring.	問題、プロブレム、または診断が、新たな急性エピソードを生じることなく続いている。	
openEHR-EHR-CLUSTER.problem_qualifier.v2	term	at0060	text	CLUSTER > items/ELEMENT	Current/Past?	現症/既往？	
openEHR-EHR-CLUSTER.problem_qualifier.v2	term	at0060	description	CLUSTER > items/ELEMENT	Category that supports division of problems and diagnoses into Current or Past problem lists.	プロブレムと診断を「現症」と「既往」のプロブレムリストに分けることを支援する区分。	
openEHR-EHR-CLUSTER.problem_qualifier.v2	term	at0060	comment	CLUSTER > items/ELEMENT	The Current/Past and Active/Inactive data elements have similar clinical impact but represent slightly different semantics. Both are actively used in different clinical settings, but usually not together. If an Active/Inactive qualifier is recorded, then this data element is likely to be redundant. An exception where a condition can be current but inactive is asthma that is not causing acute symptoms.	「現症/既往」と「アクティブ/インアクティブ」のデータエレメントは、臨床的な影響は似ているが意味がわずかに異なる。どちらも異なる臨床現場で実際に使われているが、通常は一緒には使われない。「アクティブ/インアクティブ」の修飾子が記録されている場合、このデータエレメントは冗長になる可能性が高い。現症ではあるがインアクティブという例外として、急性症状を起こしていない喘息がある。	
openEHR-EHR-CLUSTER.problem_qualifier.v2	term	at0061	text		Past	既往	
openEHR-EHR-CLUSTER.problem_qualifier.v2	term	at0061	description		An issue which ocurred in the past.	過去に発生した問題。	
openEHR-EHR-CLUSTER.problem_qualifier.v2	term	at0062	text		Current	現症	
openEHR-EHR-CLUSTER.problem_qualifier.v2	term	at0062	description		An issue occuring at present.	現在発生している問題。	
openEHR-EHR-CLUSTER.problem_qualifier.v2	term	at0063	text	CLUSTER > items/ELEMENT	Diagnostic category	診断区分	
openEHR-EHR-CLUSTER.problem_qualifier.v2	term	at0063	description	CLUSTER > items/ELEMENT	Category of the problem or diagnosis within a specified episode of care and/or local care context.	特定のケアエピソードおよび／またはローカルなケアの文脈における、プロブレムまたは診断の区分。	
openEHR-EHR-CLUSTER.problem_qualifier.v2	term	at0063	comment	CLUSTER > items/ELEMENT	This data element contains a value set commonly used in diagnostic categorisation. In episodic care contexts (commonly secondary care) it is common to categorise/organise diagnoses according to their relationship to the principal diagnosis being addressed during that episode of care. These categories may also be used for clinical coding, reporting and billing purposes. In some countries the diagnostic category may be known as a DRG.\n In addition, the free text choice permits use of other local value sets, as required.	このデータエレメントは、診断の分類でよく使われる値セットを含む。エピソード型のケアの文脈（一般には二次医療）では、そのケアエピソードで扱われる主病名との関係に従って診断を分類・整理するのが一般的である。これらの区分は、臨床コーディング、報告、請求の目的にも使われることがある。国によっては、診断区分は DRG として知られている場合がある。\n さらに、自由記述の選択肢により、必要に応じて他のローカルな値セットも使用できる。	
openEHR-EHR-CLUSTER.problem_qualifier.v2	term	at0064	text		Principal diagnosis	主病名	日本では保険上の取り扱いもあり、主診断や主要病名というよりも主病名が一般的と考える。
openEHR-EHR-CLUSTER.problem_qualifier.v2	term	at0064	description		The diagnosis determined to be the primary reason for an episode of admitted patient care, an episode of residential care or an attendance at the health care establishment.	入院患者ケアのエピソード、施設ケアのエピソード、または医療機関への受診の主たる理由と判断された診断。	
openEHR-EHR-CLUSTER.problem_qualifier.v2	term	at0066	text		Secondary diagnosis	副病名	
openEHR-EHR-CLUSTER.problem_qualifier.v2	term	at0066	description		A problem or diagnosis that occurs at the same time as the primary problem or diagnosis. May also be known as a comorbid condition.	主たるプロブレムまたは病名と同時に存在するプロブレムまたは病名。併存疾患とも呼ばれる。	
openEHR-EHR-CLUSTER.problem_qualifier.v2	term	at0070	text		Indeterminate	判定不能	
openEHR-EHR-CLUSTER.problem_qualifier.v2	term	at0070	description		It is not possible to determine if this occurrence of the problem or diagnosis is new or ongoing.	このプロブレムまたは診断の今回の発生が新規か継続中かを判定できない。	
openEHR-EHR-CLUSTER.problem_qualifier.v2	term	at0071	text	CLUSTER > items/ELEMENT	Occurrence	発生区分	要確認: 「発生区分」を採用（他候補: 発生、出現）
openEHR-EHR-CLUSTER.problem_qualifier.v2	term	at0071	description	CLUSTER > items/ELEMENT	Category of the occurrence for this problem or diagnosis.	このプロブレムまたは診断の発生の区分。	
openEHR-EHR-CLUSTER.problem_qualifier.v2	term	at0071	comment	CLUSTER > items/ELEMENT	This data element can be an additional qualifier to the 'New' value in the 'Episodicity' value set, that is a condition such as asthma can have recurring new episodes that have periods of resolution in between. However it can be important to identify the first ever episode of asthma from all of the other episodes.	このデータエレメントは、「エピソード区分」の値セットの「新規」に対する追加の修飾子になりうる。すなわち、喘息のような病態は、間に治癒している期間を挟んで新規のエピソードを繰り返すことがある。しかし、喘息の最初のエピソードを他のすべてのエピソードから識別することが重要な場合がある。	
openEHR-EHR-CLUSTER.problem_qualifier.v2	term	at0073	text	CLUSTER > items/ELEMENT	Admission diagnosis?	入院時診断？	
openEHR-EHR-CLUSTER.problem_qualifier.v2	term	at0073	description	CLUSTER > items/ELEMENT	Was the problem or diagnosis present at admission?	入院時にそのプロブレムまたは診断が存在したか。	
openEHR-EHR-CLUSTER.problem_qualifier.v2	term	at0073	comment	CLUSTER > items/ELEMENT	Record as True or 'Yes' if the problem or diagnosis was present on admission. This data element is a requirement from DRG reporting in some countries.	入院時にそのプロブレムまたは診断が存在していた場合は True または「はい」と記録する。このデータエレメントは、国によっては DRG 報告の要件である。	
openEHR-EHR-CLUSTER.problem_qualifier.v2	term	at0076	text		Complication	合併症	
openEHR-EHR-CLUSTER.problem_qualifier.v2	term	at0076	description		An unfavorable evolution of a problem or diagnosis.	プロブレムまたは診断の好ましくない推移。	
openEHR-EHR-CLUSTER.problem_qualifier.v2	term	at0077	text	CLUSTER > items/ELEMENT	Course label	経過区分	
openEHR-EHR-CLUSTER.problem_qualifier.v2	term	at0077	description	CLUSTER > items/ELEMENT	Category reflecting the speed of onset and/or duration and persistence of the problem or diagnosis.	プロブレムまたは診断の発症の速さおよび／または持続期間と持続性を反映する区分。	
openEHR-EHR-CLUSTER.problem_qualifier.v2	term	at0077	comment	CLUSTER > items/ELEMENT	Definitions of acute vs chronic will differ for each diagnosis.	急性と慢性の定義は診断ごとに異なる。	
openEHR-EHR-CLUSTER.problem_qualifier.v2	term	at0079	text		Chronic	慢性	
openEHR-EHR-CLUSTER.problem_qualifier.v2	term	at0079	description		A problem or diagnosis with persistent or long-lasting effects, or that evolves over time.	持続的または長期にわたる影響を持つ、あるいは時間とともに推移するプロブレムまたは診断。	
openEHR-EHR-CLUSTER.problem_qualifier.v2	term	at0081	text		Acute	急性	
openEHR-EHR-CLUSTER.problem_qualifier.v2	term	at0081	description		A problem or diagnosis with a rapid onset, a short course, or both.	発症が急速である、経過が短い、またはその両方であるプロブレムまたは診断。	
openEHR-EHR-CLUSTER.problem_qualifier.v2	term	at0083	text	CLUSTER > items/ELEMENT	Resolution phase	治癒段階	
openEHR-EHR-CLUSTER.problem_qualifier.v2	term	at0083	description	CLUSTER > items/ELEMENT	Phase of healing for an acute problem or diagnosis.	急性のプロブレムまたは診断の治癒の局面。	
openEHR-EHR-CLUSTER.problem_qualifier.v2	term	at0083	comment	CLUSTER > items/ELEMENT	For example: tracking the progress of resolution of a middle ear infection.	例：中耳炎の治癒の進み具合の追跡。	
openEHR-EHR-CLUSTER.problem_qualifier.v2	term	at0084	text		Resolved	治癒	
openEHR-EHR-CLUSTER.problem_qualifier.v2	term	at0084	description		Problem or diagnosis has completed the normal phases of restoration or healing and can be considered resolved.	プロブレムまたは診断が回復または治癒の通常の局面を終え、治癒したとみなせる。	
openEHR-EHR-CLUSTER.problem_qualifier.v2	term	at0085	text		Resolving	回復中	
openEHR-EHR-CLUSTER.problem_qualifier.v2	term	at0085	description		Problem or diagnosis is progressing satisfactorily through the normal stages of restoration or healing towards resolution.	プロブレムまたは診断が、回復または治癒の通常の段階を経て治癒に向かって順調に進んでいる。	
openEHR-EHR-CLUSTER.problem_qualifier.v2	term	at0086	text		Not resolving	未回復	
openEHR-EHR-CLUSTER.problem_qualifier.v2	term	at0086	description		Problem or diagnosis is not progressing satisfactorily through the normal stages of restoration or healing towards resolution.	プロブレムまたは診断が、回復または治癒の通常の段階を経て治癒に向かって順調には進んでいない。	
openEHR-EHR-CLUSTER.problem_qualifier.v2	term	at0087	text		Indeterminate	判定不能	
openEHR-EHR-CLUSTER.problem_qualifier.v2	term	at0087	description		It is not possible to determine the resolution or healing status of the problem or diagnosis.	プロブレムまたは診断の治癒の状況を判定できない。	
openEHR-EHR-CLUSTER.problem_qualifier.v2	term	at0088	text		Refuted	否定	
openEHR-EHR-CLUSTER.problem_qualifier.v2	term	at0088	description		The previously recorded diagnosis has been clinically reassessed or disproved with a high level of clinical certainty. This status is used to correct an error in the health record.	以前に記録された診断が、臨床的に再評価されたか、高い臨床的確度をもって誤りと判明した。この状態は健康記録の誤りを訂正するために用いる。	
openEHR-EHR-CLUSTER.problem_qualifier.v2	term	at0089	text	CLUSTER > items/ELEMENT	Remission status	寛解状態	
openEHR-EHR-CLUSTER.problem_qualifier.v2	term	at0089	description	CLUSTER > items/ELEMENT	Status of the remission of an incurable diagnosis.	治癒しない診断の寛解の状態。	
openEHR-EHR-CLUSTER.problem_qualifier.v2	term	at0089	comment	CLUSTER > items/ELEMENT	For example: the status of a cancer or haematological diagnosis.	例：がんや血液疾患の診断の状態。	
openEHR-EHR-CLUSTER.problem_qualifier.v2	term	at0090	text		In remission	寛解中	
openEHR-EHR-CLUSTER.problem_qualifier.v2	term	at0090	description		No ongoing signs or symptoms of the disease have been identified.	その疾患の徴候や症状が現在認められない。	
openEHR-EHR-CLUSTER.problem_qualifier.v2	term	at0092	text		Not in remission	非寛解	
openEHR-EHR-CLUSTER.problem_qualifier.v2	term	at0092	description		No diminution of the signs or symptoms of the disease have been identified.	その疾患の徴候や症状の軽減が認められない。	
openEHR-EHR-CLUSTER.problem_qualifier.v2	term	at0093	text		Indeterminate	判定不能	
openEHR-EHR-CLUSTER.problem_qualifier.v2	term	at0093	description		It is not possible to determine if there have been diminution of the signs or symptoms of the disease have been identified.	その疾患の徴候や症状の軽減があったかどうかを判定できない。	
openEHR-EHR-CLUSTER.problem_qualifier.v2	term	at0094	text		Acute-on-chronic	慢性疾患の急性増悪	
openEHR-EHR-CLUSTER.problem_qualifier.v2	term	at0094	description		A problem or diagnosis with an acute exacerbation of a chronic condition.	慢性期の病態の急性増悪を伴うプロブレムまたは診断。	
openEHR-EHR-CLUSTER.problem_qualifier.v2	term	at0095	text		First occurrence	初発	
openEHR-EHR-CLUSTER.problem_qualifier.v2	term	at0095	description		This is the first ever occurrence of this problem or diagnosis.	このプロブレムまたは診断の、初めての発生である。	
openEHR-EHR-CLUSTER.problem_qualifier.v2	term	at0096	text		Recurrence	再発	
openEHR-EHR-CLUSTER.problem_qualifier.v2	term	at0096	description		New occurrence of the same problem or diagnosis after a previous episode was resolved.	以前のエピソードが治癒した後の、同じプロブレムまたは診断の新たな発生。	
openEHR-EHR-CLUSTER.problem_qualifier.v2	term	at0097	text		Relapsed	再燃	
openEHR-EHR-CLUSTER.problem_qualifier.v2	term	at0097	description		Problem or diagnosis has deteriorated after a period of temporary improvement.	一時的な改善の期間の後に、プロブレムまたは診断が悪化した。	
openEHR-EHR-CLUSTER.problem_qualifier.v2	term	at0098	text	CLUSTER > items/ELEMENT	Level of control	コントロール状況	
openEHR-EHR-CLUSTER.problem_qualifier.v2	term	at0098	description	CLUSTER > items/ELEMENT	Category of the level of control of the problem or diagnosis by the current management.	現在の管理によるプロブレムまたは診断のコントロールの程度の区分。	
openEHR-EHR-CLUSTER.problem_qualifier.v2	term	at0099	text		Controlled	コントロール良好	
openEHR-EHR-CLUSTER.problem_qualifier.v2	term	at0099	description		The problem or diagnosis is controlled by current management.	プロブレムまたは診断は現在の管理によりコントロールされている。	
openEHR-EHR-CLUSTER.problem_qualifier.v2	term	at0100	text		Indeterminate	判定不能	
openEHR-EHR-CLUSTER.problem_qualifier.v2	term	at0100	description		It is not possible to determine if the problem or diagnosis is controlled by current management.	プロブレムまたは診断が現在の管理によりコントロールされているかどうかを判定できない。	
openEHR-EHR-CLUSTER.problem_qualifier.v2	term	at0101	text		Not controlled	コントロール不良	
openEHR-EHR-CLUSTER.problem_qualifier.v2	term	at0101	description		The problem or diagnosis is not controlled by current management.	プロブレムまたは診断は現在の管理によりコントロールされていない。	
openEHR-EHR-CLUSTER.problem_qualifier.v2	term	at0102	text	CLUSTER > items/ELEMENT	Progression	進行状況	
openEHR-EHR-CLUSTER.problem_qualifier.v2	term	at0102	description	CLUSTER > items/ELEMENT	Category of the progression through the course of a chronic problem or diagnosis.	慢性のプロブレムまたは診断の経過における進行の区分。	
openEHR-EHR-CLUSTER.problem_qualifier.v2	term	at0103	text		Improving	改善	
openEHR-EHR-CLUSTER.problem_qualifier.v2	term	at0103	description		The problem or diagnosis is improving.	プロブレムまたは診断は改善している。	
openEHR-EHR-CLUSTER.problem_qualifier.v2	term	at0104	text		Stable	安定	
openEHR-EHR-CLUSTER.problem_qualifier.v2	term	at0104	description		The problem or diagnosis is unchanged.	プロブレムまたは診断は変化していない。	
openEHR-EHR-CLUSTER.problem_qualifier.v2	term	at0105	text		Worsening	悪化	
openEHR-EHR-CLUSTER.problem_qualifier.v2	term	at0105	description		The problem or diagnosis is worsening.	プロブレムまたは診断は悪化している。	
openEHR-EHR-CLUSTER.problem_qualifier.v2	term	at0106	text		Indeterminate	判定不能	
openEHR-EHR-CLUSTER.problem_qualifier.v2	term	at0106	description		It is not possible to determine the progression of the problem or diagnosis.	プロブレムまたは診断の進行状況を判定できない。	
openEHR-EHR-CLUSTER.problem_qualifier.v2	term	at0107	text	CLUSTER > items/ELEMENT	Reason for an ongoing episode	継続中エピソードの理由	
openEHR-EHR-CLUSTER.problem_qualifier.v2	term	at0107	description	CLUSTER > items/ELEMENT	Reason for a problem or diagnosis not resolving as expected.	プロブレムまたは診断が予想どおりに治癒しない理由。	
openEHR-EHR-CLUSTER.problem_qualifier.v2	term	at0107	comment	CLUSTER > items/ELEMENT	For example: incomplete or failed treatment.	例：治療の不完全または失敗。	
openEHR-EHR-CLUSTER.problem_qualifier.v2	term	at0108	text		Yes	はい	
openEHR-EHR-CLUSTER.problem_qualifier.v2	term	at0108	description				
openEHR-EHR-CLUSTER.problem_qualifier.v2	term	at0109	text		No	いいえ	
openEHR-EHR-CLUSTER.problem_qualifier.v2	term	at0109	description				
openEHR-EHR-CLUSTER.problem_qualifier.v2	term	at0110	text	CLUSTER > items/ELEMENT	Comment	コメント	
openEHR-EHR-CLUSTER.problem_qualifier.v2	term	at0110	description	CLUSTER > items/ELEMENT	Additional narrative about the Problem/Diagnosis qualifier values, not captured in other fields.	他の項目では捉えられない、プロブレム・診断の修飾子の値についての追加の記述。	
openEHR-EHR-CLUSTER.problem_qualifier.v2	term	at0111	text	CLUSTER > items/ELEMENT	Disorder category	疾患区分	校正（2026-09-11）で「疾患区分」に決定（Category は断りがなければ「区分」）。例示の Mental health and/or addiction は「精神保健および／または依存症」
openEHR-EHR-CLUSTER.problem_qualifier.v2	term	at0111	description	CLUSTER > items/ELEMENT	A high‑level grouping of the problem or diagnosis.	プロブレムまたは診断の高次の分類。	
openEHR-EHR-CLUSTER.problem_qualifier.v2	term	at0111	comment	CLUSTER > items/ELEMENT	For example: 'Cancer', 'Mental health and/or addiction', 'Infectious disease', 'Rare disease'. \nCoding with a terminology is preferred, where possible.	例：「がん」「精神保健および／または依存症」「感染症」「希少疾患」。 \n可能であれば、用語集によりコード化することが望ましい。	
