archetype	section	code	field	context	source	target	note
openEHR-EHR-CLUSTER.address.v1	term	at0002	description	CLUSTER > items/ELEMENT	The name of the lowest level locality that contains the address.	住所を含む最下位の地域の名称。	
openEHR-EHR-CLUSTER.address.v1	term	at0002	comment	CLUSTER > items/ELEMENT	For example: suburb, town, city, settlement, village, or community. Coding with an external terminology is preferred, where possible. For example: 'Fitzroy'; 'Manchester'; 'Kingston' or 'Bergen'.	例：郊外、町、市、集落、村、または地域社会。可能であれば、外部用語集によりコード化することが望ましい。例：「Fitzroy」、「Manchester」、「Kingston」または「Bergen」。日本の住所では市区町村（政令指定都市では市と区）が該当し、JIS X 0402 の全国地方公共団体コードでコード化できる。	
openEHR-EHR-CLUSTER.address.v1	term	at0003	text	CLUSTER > items/ELEMENT	District/County	地区／郡	
openEHR-EHR-CLUSTER.address.v1	term	at0003	description	CLUSTER > items/ELEMENT	The name of a local government district or geographical area that contains the address.	住所を含む地方自治体の区域または地理的区域の名称。	
openEHR-EHR-CLUSTER.address.v1	term	at0003	comment	CLUSTER > items/ELEMENT	Coding with an external terminology is preferred, where possible. For example: 'Surf Coast' and 'Yarra' local government councils in Victoria, Australia;and the Parishes of 'Saint Andrew' and 'Kingston' in Jamaica..	可能であれば、外部用語集によりコード化することが望ましい。例：オーストラリア・ビクトリア州の地方自治体「Surf Coast」と「Yarra」、ジャマイカの教区「Saint Andrew」と「Kingston」。日本の住所では、町村の場合の郡が該当する（政令指定都市の区は「市区町村」側に記録する）。	
openEHR-EHR-CLUSTER.address.v1	term	at0004	text	CLUSTER > items/ELEMENT	State/Territory/Province	都道府県／州	
openEHR-EHR-CLUSTER.address.v1	term	at0004	description	CLUSTER > items/ELEMENT	The name of a major government district or geographical area that contains the address.	住所を含む主要な行政区域または地理的区域の名称。	
openEHR-EHR-CLUSTER.address.v1	term	at0004	comment	CLUSTER > items/ELEMENT	Coding with an external terminology is preferred, where possible. For example: 'New South Wales' and 'Queensland' in Australia; 'British Columbia' and 'Nova Scotia' in Canada; and the Counties of 'Cornwall', 'Middlesex' & 'Surrey' in Jamaica.	可能であれば、外部用語集によりコード化することが望ましい。例：オーストラリアの「New South Wales」と「Queensland」、カナダの「British Columbia」と「Nova Scotia」、ジャマイカの「Cornwall」「Middlesex」「Surrey」の各カウンティ。日本の住所では都道府県が該当し、JIS X 0401 の都道府県コードでコード化できる。	
openEHR-EHR-CLUSTER.address.v1	term	at0005	text	CLUSTER > items/ELEMENT	Postal code	郵便番号	
openEHR-EHR-CLUSTER.address.v1	term	at0005	description	CLUSTER > items/ELEMENT	The code for a postal delivery area containing the address, as defined by the relevant postal delivery service.	該当する郵便配達サービスが定める、住所を含む郵便配達区域のコード。	
openEHR-EHR-CLUSTER.address.v1	term	at0005	comment	CLUSTER > items/ELEMENT	Also known as a postcode or ZIP code.\n	ポストコードや ZIP コードとも呼ばれる。日本の郵便番号は 7 桁（例：100-0001）。\n	
openEHR-EHR-CLUSTER.address.v1	term	at0006	text	CLUSTER > items/ELEMENT	Country	国	
openEHR-EHR-CLUSTER.address.v1	term	at0006	description	CLUSTER > items/ELEMENT	The name of the country containing the address.	住所を含む国の名称。	
openEHR-EHR-CLUSTER.address.v1	term	at0006	comment	CLUSTER > items/ELEMENT	For example: Australia; Canada; Jamaica; or Norway. Coding with an external terminology, such as EN ISO 3166–1 Alpha 2 country code, is recommended.	例：オーストラリア、カナダ、ジャマイカ、またはノルウェー。EN ISO 3166-1 の 2 文字国コードのような外部用語集によるコード化を推奨する（日本は JP）。	
openEHR-EHR-CLUSTER.address.v1	term	at0007	text	CLUSTER > items/ELEMENT	Latitude	緯度	
openEHR-EHR-CLUSTER.address.v1	term	at0007	description	CLUSTER > items/ELEMENT	Horizontal (y) coordinate of a geolocation for the address.	住所の地理的位置の水平（y）座標。	
openEHR-EHR-CLUSTER.address.v1	term	at0007	comment	CLUSTER > items/ELEMENT	Latitude is represented by positive values north of the equator and negative values south of the equator. For example the latitude of the Eiffel Tower is 48.858093.	緯度は赤道以北を正の値、赤道以南を負の値で表す。例：エッフェル塔の緯度は 48.858093。	
openEHR-EHR-CLUSTER.address.v1	term	at0008	text	CLUSTER > items/ELEMENT	Longitude	経度	
openEHR-EHR-CLUSTER.address.v1	term	at0008	description	CLUSTER > items/ELEMENT	Horizontal (x) coordinate of a geolocation for the address.	住所の地理的位置の水平（x）座標。	
openEHR-EHR-CLUSTER.address.v1	term	at0008	comment	CLUSTER > items/ELEMENT	Longitude is represented by negative values west of Prime Meridian and positive values east of Prime Meridian. For example the longitude of the Eiffel Tower is 2.294694.	経度は本初子午線以西を負の値、本初子午線以東を正の値で表す。例：エッフェル塔の経度は 2.294694。	
openEHR-EHR-CLUSTER.address.v1	term	at0009	text	CLUSTER > items/ELEMENT	Altitude	高度	
openEHR-EHR-CLUSTER.address.v1	term	at0009	description	CLUSTER > items/ELEMENT	The vertical coordinate of a geolocation representing height or depth of the address.	住所の高さまたは深さを表す、地理的位置の垂直座標。	
openEHR-EHR-CLUSTER.address.v1	term	at0009	comment	CLUSTER > items/ELEMENT	For example, the altitude of the top of the Eiffel Tower is +324m.	例：エッフェル塔の頂上の高度は +324 m。	
openEHR-EHR-CLUSTER.address.v1	term	at0010	text	CLUSTER > items/ELEMENT	Type	種別	
openEHR-EHR-CLUSTER.address.v1	term	at0010	description	CLUSTER > items/ELEMENT	The type of address.	住所の種別。	
openEHR-EHR-CLUSTER.address.v1	term	at0010	comment	CLUSTER > items/ELEMENT	For example: physical or postal.	例：物理的所在地または郵送先。	
openEHR-EHR-CLUSTER.address.v1	term	at0011	text		Physical	物理的所在地	
openEHR-EHR-CLUSTER.address.v1	term	at0011	description		A physical location that can be visited.	訪問できる物理的な場所。	
openEHR-EHR-CLUSTER.address.v1	term	at0012	text		Postal	郵送先	
openEHR-EHR-CLUSTER.address.v1	term	at0012	description		Address used as a destination for mailing letters or parcels.	手紙や小包の郵送先として使う住所。	
openEHR-EHR-CLUSTER.address.v1	term	at0013	text		Both	両方	
openEHR-EHR-CLUSTER.address.v1	term	at0013	description		Address of a physical location, also used as a destination for mail.	物理的な場所の住所で、郵送先としても使うもの。	
openEHR-EHR-CLUSTER.address.v1	term	at0014	text	CLUSTER > items/ELEMENT	Use	用途	
openEHR-EHR-CLUSTER.address.v1	term	at0014	description	CLUSTER > items/ELEMENT	The primary purpose or use for the address.	住所の主な目的または用途。	
openEHR-EHR-CLUSTER.address.v1	term	at0015	text		Business	事業所	
openEHR-EHR-CLUSTER.address.v1	term	at0015	description		Address of the physical location of a business or office.	事業所や事務所の物理的な場所の住所。	
openEHR-EHR-CLUSTER.address.v1	term	at0016	text		Residential	自宅	
openEHR-EHR-CLUSTER.address.v1	term	at0016	description		Address of where a person is living on a regular basis.	個人が常時居住している場所の住所。	
openEHR-EHR-CLUSTER.address.v1	term	at0017	text		Temporary accommodation	一時滞在先	
openEHR-EHR-CLUSTER.address.v1	term	at0017	description		Address of where a person is living on a temporary basis.	個人が一時的に居住している場所の住所。	
openEHR-EHR-CLUSTER.address.v1	term	at0018	text	CLUSTER > items/ELEMENT	Comment	コメント	
openEHR-EHR-CLUSTER.address.v1	term	at0018	description	CLUSTER > items/ELEMENT	Additional narrative about the address not captured in other fields.	他の項目には収まらない住所についての追加の記述。	
openEHR-EHR-CLUSTER.address.v1	term	at0019	text	CLUSTER > items/ELEMENT	Map URL	地図 URL	
openEHR-EHR-CLUSTER.address.v1	term	at0019	description	CLUSTER > items/ELEMENT	Link to a location on an online map.	オンライン地図上の場所へのリンク。	
openEHR-EHR-CLUSTER.address.v1	term	at0019	comment	CLUSTER > items/ELEMENT	For example: a location on a Google or iOS map.	例：Google マップや iOS のマップ上の場所。	
openEHR-EHR-CLUSTER.address.v1	term	at0020	text	CLUSTER > items/CLUSTER	Structured address	構造化された住所表記	
openEHR-EHR-CLUSTER.address.v1	term	at0020	description	CLUSTER > items/CLUSTER	Structured details or extensions to the address.	構造化された詳細な住所表記または拡張。	
openEHR-EHR-CLUSTER.address.v1	term	at0020	comment	CLUSTER > items/CLUSTER	For example: to represent a  structured, fine-grained address, or be used as standardised concepts that can be concatenated together to consistently construct a single 'Address line'.	例：構造化された細かな粒度の住所を表す、または一貫した方法で単一の「住所行」を組み立てるために連結できる標準化された概念として使う。日本の住所では、都道府県・市区町村・町域・丁目・番地・号・建物名・部屋番号とそれぞれの読みを持つ CLUSTER をここに入れる想定。	
openEHR-EHR-CLUSTER.address.v1	term	at0021	text	CLUSTER > items/ELEMENT	Geolocation code	位置情報コード	
openEHR-EHR-CLUSTER.address.v1	term	at0021	description	CLUSTER > items/ELEMENT	Unique identifier that represents a precise geographical location.	正確な地理的位置を表す一意の識別子。	
openEHR-EHR-CLUSTER.address.v1	term	at0021	comment	CLUSTER > items/ELEMENT	Also known as a geocode. For example: GPS coordinates concatenating longitude, latitude +/-altitude; Open Location Code or Plus Code; Universal Transverse Mercator (UTM); and geohash.	ジオコードとも呼ばれる。例：経度、緯度、±高度を連結した GPS 座標。Open Location Code または Plus Code。ユニバーサル横メルカトル（UTM）および geohash。	
