archetype	section	code	field	context	source	target	note
openEHR-EHR-EVALUATION.problem_diagnosis.v1	term	at0002	text	EVALUATION > data/ITEM_TREE > items/ELEMENT	Problem/Diagnosis name		
openEHR-EHR-EVALUATION.problem_diagnosis.v1	term	at0002	description	EVALUATION > data/ITEM_TREE > items/ELEMENT	Identification of the problem or diagnosis, by name.		
openEHR-EHR-EVALUATION.problem_diagnosis.v1	term	at0002	comment	EVALUATION > data/ITEM_TREE > items/ELEMENT	Coding of the name of the problem or diagnosis with a terminology is preferred, where possible.		
openEHR-EHR-EVALUATION.problem_diagnosis.v1	term	at0003	text	EVALUATION > data/ITEM_TREE > items/ELEMENT	Date/time clinically recognised		
openEHR-EHR-EVALUATION.problem_diagnosis.v1	term	at0003	description	EVALUATION > data/ITEM_TREE > items/ELEMENT	Estimated or actual date/time the diagnosis or problem was recognised by a healthcare professional.		
openEHR-EHR-EVALUATION.problem_diagnosis.v1	term	at0003	comment	EVALUATION > data/ITEM_TREE > items/ELEMENT	Partial dates are acceptable. If the subject of care is under the age of one year, then the complete date or a minimum of the month and year is necessary to enable accurate age calculations - for example, if used to drive decision support. Data captured/imported as \"Age at time of clinical recognition\" should be converted to a date using the subject's date of birth.		
openEHR-EHR-EVALUATION.problem_diagnosis.v1	term	at0005	text	EVALUATION > data/ITEM_TREE > items/ELEMENT	Severity		
openEHR-EHR-EVALUATION.problem_diagnosis.v1	term	at0005	description	EVALUATION > data/ITEM_TREE > items/ELEMENT	An assessment of the overall severity of the problem or diagnosis.		
openEHR-EHR-EVALUATION.problem_diagnosis.v1	term	at0005	comment	EVALUATION > data/ITEM_TREE > items/ELEMENT	If severity is included in the Problem/diagnosis name via precoordinated codes, this data element becomes redundant. Note: more specific grading of severity can be recorded using the Specific details SLOT.		
openEHR-EHR-EVALUATION.problem_diagnosis.v1	term	at0009	text	EVALUATION > data/ITEM_TREE > items/ELEMENT	Clinical description		
openEHR-EHR-EVALUATION.problem_diagnosis.v1	term	at0009	description	EVALUATION > data/ITEM_TREE > items/ELEMENT	Narrative description about the problem or diagnosis.		
openEHR-EHR-EVALUATION.problem_diagnosis.v1	term	at0009	comment	EVALUATION > data/ITEM_TREE > items/ELEMENT	Use to provide background and context, including evolution, episodes or exacerbations, progress and any other relevant details, about the problem or diagnosis.		
openEHR-EHR-EVALUATION.problem_diagnosis.v1	term	at0012	text	EVALUATION > data/ITEM_TREE > items/ELEMENT	Body site		
openEHR-EHR-EVALUATION.problem_diagnosis.v1	term	at0012	description	EVALUATION > data/ITEM_TREE > items/ELEMENT	Identification of a simple body site for the location of the problem or diagnosis.		
openEHR-EHR-EVALUATION.problem_diagnosis.v1	term	at0012	comment	EVALUATION > data/ITEM_TREE > items/ELEMENT	Coding of the name of the anatomical location with a terminology is preferred, where possible.\nUse this data element to record precoordinated anatomical locations. If the requirements for recording the anatomical location are determined at run-time by the application or require more complex modelling such as relative locations then use the CLUSTER.anatomical_location or CLUSTER.relative_location within the 'Structured anatomical location' SLOT in this archetype. Occurrences for this data element are unbounded to allow for clinical scenarios such as describing a rash in multiple locations but where all of the other attributes are identical. If the anatomical location is included in the Problem/diagnosis name via precoordinated codes, this data element becomes redundant.		
openEHR-EHR-EVALUATION.problem_diagnosis.v1	term	at0030	text	EVALUATION > data/ITEM_TREE > items/ELEMENT	Date/time of resolution		
openEHR-EHR-EVALUATION.problem_diagnosis.v1	term	at0030	description	EVALUATION > data/ITEM_TREE > items/ELEMENT	Estimated or actual date/time of resolution or remission for this problem or diagnosis, as determined by a healthcare professional.		
openEHR-EHR-EVALUATION.problem_diagnosis.v1	term	at0030	comment	EVALUATION > data/ITEM_TREE > items/ELEMENT	Partial dates are acceptable. If the subject of care is under the age of one year, then the complete date or a minimum of the month and year is necessary to enable accurate age calculations - for example, if used to drive decision support. Data captured/imported as \"Age at time of resolution\" should be converted to a date using the subject's date of birth.\n		
openEHR-EHR-EVALUATION.problem_diagnosis.v1	term	at0032	text	EVALUATION > protocol/ITEM_TREE	Tree		
openEHR-EHR-EVALUATION.problem_diagnosis.v1	term	at0032	description	EVALUATION > protocol/ITEM_TREE	@ internal @		
openEHR-EHR-EVALUATION.problem_diagnosis.v1	term	at0039	text	EVALUATION > data/ITEM_TREE > items/CLUSTER	Structured body site		
openEHR-EHR-EVALUATION.problem_diagnosis.v1	term	at0039	description	EVALUATION > data/ITEM_TREE > items/CLUSTER	A structured anatomical location for the problem or diagnosis.		
openEHR-EHR-EVALUATION.problem_diagnosis.v1	term	at0039	comment	EVALUATION > data/ITEM_TREE > items/CLUSTER	Use this SLOT to insert the CLUSTER.anatomical_location or CLUSTER.relative_location archetypes if the requirements for recording the anatomical location are determined at run-time by the application or require more complex modelling such as relative locations.\n\nIf the anatomical location is included in the Problem/diagnosis name via precoordinated codes, use of this SLOT becomes redundant.		
openEHR-EHR-EVALUATION.problem_diagnosis.v1	term	at0043	text	EVALUATION > data/ITEM_TREE > items/CLUSTER	Specific details		
openEHR-EHR-EVALUATION.problem_diagnosis.v1	term	at0043	description	EVALUATION > data/ITEM_TREE > items/CLUSTER	Details that are additionally required to record as unique attributes of this problem or diagnosis.		
openEHR-EHR-EVALUATION.problem_diagnosis.v1	term	at0043	comment	EVALUATION > data/ITEM_TREE > items/CLUSTER	May include structured detail about the grading or staging of the diagnosis; diagnostic criteria, classification criteria or formal severity assessments such as Common Terminology Criteria for Adverse Events.		
openEHR-EHR-EVALUATION.problem_diagnosis.v1	term	at0046	text	EVALUATION > data/ITEM_TREE > items/CLUSTER	Status		
openEHR-EHR-EVALUATION.problem_diagnosis.v1	term	at0046	description	EVALUATION > data/ITEM_TREE > items/CLUSTER	Structured details for location-, domain-, episode- or workflow-specific aspects of the diagnostic process.		
openEHR-EHR-EVALUATION.problem_diagnosis.v1	term	at0046	comment	EVALUATION > data/ITEM_TREE > items/CLUSTER	Use status or context qualifiers with care, as they are variably used in practice and interoperability cannot be assured unless usage is clearly defined with the community of use. For example: active status - active, inactive, resolved, in remission; evolution status - initial, interim/working, final; temporal status - current, past; episodicity status - first, new, ongoing; admission status - admission, discharge; or priority status - primary, secondary.		
openEHR-EHR-EVALUATION.problem_diagnosis.v1	term	at0047	text		Mild		
openEHR-EHR-EVALUATION.problem_diagnosis.v1	term	at0047	description		The problem or diagnosis does not interfere with normal activity or may cause damage to health if left untreated.		
openEHR-EHR-EVALUATION.problem_diagnosis.v1	term	at0048	text		Moderate		
openEHR-EHR-EVALUATION.problem_diagnosis.v1	term	at0048	description		The problem or diagnosis causes interference with normal activity or will damage health if left untreated.		
openEHR-EHR-EVALUATION.problem_diagnosis.v1	term	at0049	text		Severe		
openEHR-EHR-EVALUATION.problem_diagnosis.v1	term	at0049	description		The problem or diagnosis prevents normal activity or will seriously damage health if left untreated.		
openEHR-EHR-EVALUATION.problem_diagnosis.v1	term	at0069	text	EVALUATION > data/ITEM_TREE > items/ELEMENT	Comment		
openEHR-EHR-EVALUATION.problem_diagnosis.v1	term	at0069	description	EVALUATION > data/ITEM_TREE > items/ELEMENT	Additional narrative about the problem or diagnosis not captured in other fields.		
openEHR-EHR-EVALUATION.problem_diagnosis.v1	term	at0070	text	EVALUATION > protocol/ITEM_TREE > items/ELEMENT	Last updated		
openEHR-EHR-EVALUATION.problem_diagnosis.v1	term	at0070	description	EVALUATION > protocol/ITEM_TREE > items/ELEMENT	The date this problem or diagnosis was last updated.		
openEHR-EHR-EVALUATION.problem_diagnosis.v1	term	at0071	text	EVALUATION > protocol/ITEM_TREE > items/CLUSTER	Extension		
openEHR-EHR-EVALUATION.problem_diagnosis.v1	term	at0071	description	EVALUATION > protocol/ITEM_TREE > items/CLUSTER	Additional information required to capture local content or to align with other reference models/formalisms.		
openEHR-EHR-EVALUATION.problem_diagnosis.v1	term	at0071	comment	EVALUATION > protocol/ITEM_TREE > items/CLUSTER	For example: local information requirements or additional metadata to align with FHIR or CIMI equivalents.		
openEHR-EHR-EVALUATION.problem_diagnosis.v1	term	at0072	text	EVALUATION > data/ITEM_TREE > items/ELEMENT	Course description		
openEHR-EHR-EVALUATION.problem_diagnosis.v1	term	at0072	description	EVALUATION > data/ITEM_TREE > items/ELEMENT	Narrative description about the course of the problem or diagnosis since onset.		
openEHR-EHR-EVALUATION.problem_diagnosis.v1	term	at0073	text	EVALUATION > data/ITEM_TREE > items/ELEMENT	Diagnostic certainty		
openEHR-EHR-EVALUATION.problem_diagnosis.v1	term	at0073	description	EVALUATION > data/ITEM_TREE > items/ELEMENT	The level of confidence in the identification of the diagnosis.		
openEHR-EHR-EVALUATION.problem_diagnosis.v1	term	at0073	comment	EVALUATION > data/ITEM_TREE > items/ELEMENT	If an alternative valueset is required, these values can be added to the DV_TEXT data type in a template.		
openEHR-EHR-EVALUATION.problem_diagnosis.v1	term	at0074	text		Suspected		
openEHR-EHR-EVALUATION.problem_diagnosis.v1	term	at0074	description		The diagnosis has been identified with a low level of certainty.		
openEHR-EHR-EVALUATION.problem_diagnosis.v1	term	at0075	text		Probable		
openEHR-EHR-EVALUATION.problem_diagnosis.v1	term	at0075	description		The diagnosis has been identified with a high level of certainty.		
openEHR-EHR-EVALUATION.problem_diagnosis.v1	term	at0076	text		Confirmed		
openEHR-EHR-EVALUATION.problem_diagnosis.v1	term	at0076	description		The diagnosis has been confirmed against recognised criteria.		
openEHR-EHR-EVALUATION.problem_diagnosis.v1	term	at0077	text	EVALUATION > data/ITEM_TREE > items/ELEMENT	Date/time of onset		
openEHR-EHR-EVALUATION.problem_diagnosis.v1	term	at0077	description	EVALUATION > data/ITEM_TREE > items/ELEMENT	Estimated or actual date/time that signs or symptoms of the problem/diagnosis were first observed.		
openEHR-EHR-EVALUATION.problem_diagnosis.v1	term	at0077	comment	EVALUATION > data/ITEM_TREE > items/ELEMENT	Data captured/imported as \"Age at onset\" should be converted to a date using the subject's date of birth.		
openEHR-EHR-EVALUATION.problem_diagnosis.v1	term	at0078	text	EVALUATION > data/ITEM_TREE > items/ELEMENT	Cause		
openEHR-EHR-EVALUATION.problem_diagnosis.v1	term	at0078	description	EVALUATION > data/ITEM_TREE > items/ELEMENT	A cause, set of causes, or manner of causation of the problem or diagnosis.		
openEHR-EHR-EVALUATION.problem_diagnosis.v1	term	at0078	comment	EVALUATION > data/ITEM_TREE > items/ELEMENT	Also known as 'aetiology' or 'etiology'. Coding with an external terminology is preferred, where possible.		
openEHR-EHR-EVALUATION.problem_diagnosis.v1	term	at0079	text	EVALUATION > data/ITEM_TREE > items/ELEMENT	Variant		
openEHR-EHR-EVALUATION.problem_diagnosis.v1	term	at0079	description	EVALUATION > data/ITEM_TREE > items/ELEMENT	Specific variant or subtype of the Diagnosis, if relevant.		
openEHR-EHR-EVALUATION.problem_diagnosis.v1	term	at0079	comment	EVALUATION > data/ITEM_TREE > items/ELEMENT	For example: 'acute motor axonal neuropathy' as a variant of Guillain-Barre Syndrome. Coding of the name of the variant with a terminology is preferred, where possible.		
openEHR-EHR-EVALUATION.problem_diagnosis.v1	term	at0080	text	EVALUATION > data/ITEM_TREE > items/ELEMENT	Impact		
openEHR-EHR-EVALUATION.problem_diagnosis.v1	term	at0080	description	EVALUATION > data/ITEM_TREE > items/ELEMENT	Overall assessment of the impact of a health problem for the specific patient.		
openEHR-EHR-EVALUATION.problem_diagnosis.v1	term	at0080	comment	EVALUATION > data/ITEM_TREE > items/ELEMENT	The same diagnosis, with the same severity, has a different impact on each patient. This relevance qualifier implies adjusting the overall impact of that health problem according to the patient's characteristics.\nFor example: Two patients have the same diagnosis. First-degree burn.\nOne is a healthy person, the other is a diabetic patient.\nThe impact for that problem in a diabetic patient is HIGHER (more risk of infection..., longuer time healing).\nThis element is meant to allow for multiple types of impact, including but not limited to: clinical treatment, home functioning, work life.		
